Почти все возможности взаимодействия с игрой в MoonLoader реализованы посредством эмуляции опкодов, которые используются в игре для программирования миссий. Многие опкоды не вошли в релиз MoonLoader с самой первой версии, часть вошедших опкодов позже была заменена встроенными реализациями в обновлениях.
Следующая таблица содержит все опкоды игры, где каждому опкоду соответствует его аналог в Lua и комментарий о различиях или причинах отсутствия.
Отсутствие пояснения к опкоду в третьей колонке означает, что Lua функция напрямую эмулирует опкод игры без каких-либо изменений в поведении.

Опкод	Lua	Пояснение
08E4	bool result = isObjectInAngledArea3d(Object object, float x1, float y1, float z1, float x2, float y2, float z2, float depth, bool flag)	
08E5	Ped ped = getRandomCharInSphereNoBrain(float X, float Y, float Z, float radius)	
08E6	setPlaneUndercarriageUp(int plane, bool set)	
08E7	disableAllEntryExits(bool disable)	
08E8	attachAnimsToModel(Model modelId, GxtString externalScript)	
08E9	setObjectAsStealable(Object object, bool liftable)	
08EA	setCreateRandomGangMembers(bool enable)	
08EB	addSparks(float posX, float posY, float posZ, float vecX, float vecY, float vecZ, int density)	
08EC	int class = getVehicleClass(Vehicle car)	
08ED	clearConversationForChar(Ped ped)	
08EE	setMenuItemWithNumber(int panel, int column, int row, GxtString gxtString, int number)	
08EF	setMenuItemWith2Numbers(int panel, int column, int row, GxtString gxtString, int numbers1, int numbers2)	
08F0	setCutsceneModelTexture(GxtString cutsceneModel, GxtString textureName)	
08F1	GxtString nameB = getNameOfInfoZone(float atX, float atY, float atZ)	
08F2	vehicleCanBeTargettedByHsMissile(Vehicle car, bool targetable)	
08F3	setFreebiesInVehicle(Vehicle car, bool containsGoodies)	
08F4	setScriptLimitToGangSize(bool max)	
08F5	makePlayerGangDisappear()	
08F6	makePlayerGangReappear()	
08F7	int textureCRC, int modelCRC = getClothesItem(Player player, int bodypart)	
08F8	showUpdateStats(bool display)	
08F9		[3:54]
08FA		[3:55]
08FB	setCoordBlipAppearance(Checkpoint checkpoint, int type)	
08FC		[1:251]
08FD	setHeathazeEffect(bool enable)	
08FE	bool result = isHelpMessageBeingDisplayed()	
08FF	bool result = hasObjectBeenDamagedByWeapon(Object object, int type)	
0900	clearObjectLastWeaponDamage(Object object)	
0901	setPlayerJumpButton(Player player, bool enable)	
0902		[1:252]
0903		[1:253]
0904	int r, int g, int b, int a = getHudColour(int interface)	
0905	lockDoor(int door, bool lock)	
0906	setObjectMass(Object object, float mass)	
0907	float mass = getObjectMass(int int)	
0908	setObjectTurnMass(Object object, float turnMass)	
0909	float turnMass = getObjectTurnMass(Object object)	
090A		[1:254]
090B		[1:255]
090C	setSpecificZoneToTriggerGangWar(GxtString zone)	
090D	clearSpecificZonesToTriggerGangWar()	
090E	setActiveMenuItem(int panel, int activeRow)	
090F	markStreamedScriptAsNoLongerNeeded(int externalScript)	
0910	removeStreamedScript(int externalScript)	
0911		[1:256]
0912	setMessageFormatting(bool priority, int leftmargin, int maxwidth)	
0913	startNewStreamedScript(int externalScript, table args)	
0914		[1:257]
0915	setWeatherToAppropriateTypeNow()	
0916	winchCanPickObjectUp(Object object, bool enable)	
0917	switchAudioZone(GxtString zone, bool enableSound)	
0918	setCarEngineOn(Vehicle car, bool on)	
0919	setCarLightsOn(Vehicle car, bool lights)	
091A		[1:258]
091B		[1:259]
091C	Ped ped = getUserOfClosestMapAttractor(float sphereX, float sphereY, float sphereZ, float radius, Model modelId, string externalScriptNamed)	
091D	switchRoadsBackToOriginal(float cornerAX, float cornerAY, float cornerAZ, float cornerBX, float cornerBY, float cornerBZ)	
091E	switchPedRoadsBackToOriginal(float cornerAX, float cornerAY, float cornerAZ, float cornerBX, float cornerBY, float cornerBZ)	
091F	int landingGearStatus = getPlaneUndercarriagePosition(int plane)	
0920	cameraSetVectorTrack(float pointX, float pointY, float pointZ, float transverseX, float transverseY, float transverseZ, int time, bool smooth)	
0921		[1:260]
0922	cameraSetLerpFov(float from, float to, int timelimit, bool smoothTransition)	
0923	switchAmbientPlanes(bool enable)	
0924	setDarknessEffect(bool enable, int value)	
0925	cameraResetNewScriptables()	
0926	int value = getNumberOfInstancesOfStreamedScript(int externalScript)	
0927		[1:261]
0928	allocateStreamedScriptToRandomPed(int externalScript, Model actorModel, int priority)	
0929	allocateStreamedScriptToObject(int externalScript, Model objectModel, int priority, float radius, int type)	
092A		[1:262]
092B	int handle = getGroupMember(int group, int member)	
092C		[1:263]
092D		[1:264]
092E	float height = getWaterHeightAtCoords(float atX, float atY, bool ignoreWaves)	
092F	cameraPersistTrack(bool lock)	
0930	cameraPersistPos(bool lock)	
0931	cameraPersistFov(bool lock)	
0932		[1:265]
0933	bool result = cameraIsVectorMoveRunning()	
0934	bool result = cameraIsVectorTrackRunning()	
0935		[1:266]
0936	cameraSetVectorMove(float cameraX, float cameraY, float cameraZ, float positionX, float positionY, float positionZ, int time, bool smoothTransition)	
0937	drawWindow(float cornerAX, float cornerAY, float cornerBX, float cornerBY, GxtString gxtString, int style)	
0938		[1:267]
0939	attachCarToObject(Vehicle car, Object object, float offsetX, float offsetY, float offsetZ, float rotationX, float rotationY, float rotationZ)	
093A	setGarageResprayFree(GxtString garage, bool free)	
093B	setCharBulletproofVest(Ped ped, bool enable)	
093C		[1:268]
093D	setCinemaCamera(bool lock)	
093E	setCharFireDamageMultiplier(Ped ped, float multiplier)	
093F		[1:269]
0940	setGroupFollowStatus(int group, bool status)	
0941	setSearchlightClipIfColliding(Searchlight searchlight, bool flag)	
0942	bool result = hasPlayerBoughtItem(int item)	
0943		[1:270]
0944	setCameraInFrontOfChar(Ped ped)	
0945	int maxArmour = getPlayerMaxArmour(Player player)	
0946	setCharUsesUpperbodyDamageAnimsOnly(Ped ped, bool uninterupted)	
0947	int spokenPhrase = setCharSayContext(Ped ped, int speech)	
0948	addExplosionVariableShake(float atX, float atY, float atZ, int type, float cameraShake)	
0949	attachMissionAudioToChar(int id, Ped ped)	
094A	updatePickupMoneyPerDay(Pickup pickup, int cash)	
094B	GxtString interiorName = getNameOfEntryExitCharUsed(Ped ped)	
094C	float coordX, float coordY, float coordZ, int number = getPositionOfEntryExitCharUsed(Ped ped)	
094D	bool result = isCharTalking(Ped ped)	
094E	disableCharSpeech(Ped ped, bool disable)	
094F	enableCharSpeech(Ped ped)	
0950	setUpSkip(float posX, float posY, float posZ, float angle)	
0951	clearSkip()	
0952	preloadBeatTrack(int soundtrack)	
0953	int status = getBeatTrackStatus()	
0954	playBeatTrack()	
0955	stopBeatTrack()	
0956	int max = findMaxNumberOfGroupMembers()	
0957	vehicleDoesProvideCover(Vehicle car, bool providesCover)	
0958	Pickup pickup = createSnapshotPickup(float atX, float atY, float atZ)	
0959	Pickup pickup = createHorseshoePickup(float atX, float atY, float atZ)	
095A	Pickup pickup = createOysterPickup(float atX, float atY, float atZ)	
095B	bool result = hasObjectBeenUprooted(Object object)	
095C	addSmokeParticle(float atX, float atY, float atZ, float velocityX, float velocityY, float velocityZ, int r, int g, int b, int a, float size, float factor)	
095D	bool result = isCharStuckUnderCar(Ped ped)	
095E	controlCarDoor(Vehicle car, int door, int unlatch, float angle)	
095F	float angle = getDoorAngleRatio(Vehicle car, int door)	
0960	setPlayerDisplayVitalStatsButton(Player player, bool display)	
0961	setCharKeepTask(Ped ped, bool keepTasks)	
0962		[1:271]
0963		[1:272]
0964	int id = createMenuGrid(GxtString gxtString, int positionX, int positionY, float width, int columns, bool interactive, bool background, int alignment)	
0965	bool result = isCharSwimming(Ped ped)	
0966	int status = getCharSwimState(Ped ped)	
0967	startCharFacialTalk(Ped ped, int time)	
0968	stopCharFacialTalk(Ped ped)	
0969	bool result = isBigVehicle(Vehicle car)	
096A	switchPoliceHelis(bool enable)	
096B	storeCarModState()	
096C	restoreCarModState()	
096D	Model modelId = getCurrentCarMod(Vehicle car, int slot)	
096E	bool result = isCarLowRider(Vehicle car)	
096F	bool result = isCarStreetRacer(Vehicle car)	
0970	forceDeathRestart()	
0971	syncWater()	
0972	setCharCoordinatesNoOffset(Ped ped, float atX, float atY, float atZ)	
0973	bool result = doesScriptFireExist(int fire)	
0974	resetStuffUponResurrection()	
0975	bool result = isEmergencyServicesVehicle(Vehicle car)	
0976	killFxSystemNow(Particle particle)	
0977	bool result = isObjectWithinBrainActivationRange(Player player)	
0978	int to = copySharedCharDecisionMaker(int from)	
0979		[1:273]
097A	reportMissionAudioEventAtPosition(float atX, float atY, float atZ, int event)	
097B	reportMissionAudioEventAtObject(int at, int event)	
097C	attachMissionAudioToObject(int id, Object object)	
097D	int colours = getNumCarColours(Vehicle car)	
097E		[1:274]
097F		[1:275]
0980	extinguishFireAtPoint(float atX, float atY, float atZ, float radius)	
0981	bool result = hasTrainDerailed(Vehicle train)	
0982	setCharForceDieInCar(Ped ped, bool stayInCarWhenDead)	
0983	setOnlyCreateGangMembers(bool enable)	
0984	Model modelId = getObjectModel(Object object)	
0985	setCharUsesCollisionClosestObjectOfType(float sphereX, float sphereY, float sphereZ, float radius, Model modelId, bool solid, int forActor)	
0986	clearAllScriptFireFlags()	
0987	int blockingCar = getCarBlockingCar(Vehicle car)	
0988	int paintjob = getCurrentVehiclePaintjob(Vehicle car)	
0989	setHelpMessageBoxSize(int width)	
098A	setGunshotSenseRangeForRiot2(float range)	
098B		[3:56]
098C		[3:57]
098D	float angle = getCarMovingComponentOffset(Vehicle car)	
098E	setNamedEntryExitFlag(GxtString interior, int bitmask, bool flag)	
098F		[1:276]
0990		[1:277]
0991	pauseCurrentBeatTrack(bool paused)	
0992	setPlayerWeaponsScrollable(Player player, bool scrollable)	
0993		[1:278]
0994	markRoadNodeAsDontWander(float atX, float atY, float atZ)	
0995	unmarkAllRoadNodesAsDontWander()	
0996	setCheckpointHeading(Checkpoint checkpoint, float angle)	
0997	setMissionRespectTotal(int respect)	
0998	awardPlayerMissionRespect(int respect)	
0999		[1:279]
099A	setCarCollision(Vehicle car, bool collision)	
099B	changePlaybackToUseAi(Vehicle car)	
099C	cameraSetShakeSimulationSimple(int type, float timelimit, float intensity)	
099D	bool result = isNightVisionActive()	
099E	setCreateRandomCops(bool enable)	
099F	taskSetIgnoreWeaponRangeFlag(Ped ped, bool ignore)	
09A0	taskPickUpSecondObject(Ped ped, Object object, float offsetX, float offsetY, float offsetZ, int bone, int int7, string animation, string file, int time)	
09A1	dropSecondObject(Ped ped, bool to)	
09A2	removeObjectElegantly(Object object)	
09A3	drawCrosshair(bool draw)	
09A4	setUpConversationNodeWithSpeech(GxtString question, GxtString answerY, GxtString answerN, int questionWav, int answerYWav, int answerNWav)	
09A5		[1:280]
09A6	showBlipsOnAllLevels(bool enable)	
09A7	setCharDruggedUp(Ped ped, bool druggedUp)	
09A8	bool result = isCharHeadMissing(Ped ped)	
09A9	int CRC32 = getHashKey(string string)	
09AA	setUpConversationEndNodeWithSpeech(GxtString gxtString, int speech)	
09AB	randomPassengerSay(int passengers, int audioTable)	
09AC	hideAllFrontendBlips(bool hide)	
09AD	setPlayerInCarCameraMode(int mode)	
09AE	bool result = isCharInAnyTrain(Ped ped)	
09AF	setUpSkipAfterMission(float posX, float posY, float posZ, float angle)	
09B0	setVehicleIsConsideredByPlayer(Vehicle car, bool accessible)	
09B1		[1:281]
09B2	Model modelId, int class = getRandomCarModelInMemory(bool unk)	
09B3	int doorStatus = getCarDoorLockStatus(Vehicle car)	
09B4	setClosestEntryExitFlag(float atX, float atY, float radius, int bitmask, bool flag)	
09B5	setCharSignalAfterKill(Ped ped, bool signal)	
09B6	setCharWantedByPolice(Ped ped, bool wanted)	
09B7	setZoneNoCops(GxtString zone, bool disableCops)	
09B8	addBlood(float atX, float atY, float atZ, float offsetX, float offsetY, float offsetZ, int density, int onActor)	
09B9	displayCarNames(bool show)	
09BA	displayZoneNames(bool show)	
09BB	bool result = isCarDoorDamaged(Vehicle car, int door)	
09BC	setCharCoordinatesDontWarpGangNoOffset(Ped ped, float atX, float atY, float atZ)	
09BD	setMinigameInProgress(bool enable)	
09BE	bool result = isMinigameInProgress()	
09BF	setForceRandomCarModel(Model modelId)	
09C0	Vehicle car = getRandomCarOfTypeInAngledAreaNoSave(float x1, float y1, float x2, float y2, float angle, int int6)	
09C1	addNextMessageToPreviousBriefs(bool int1)	
09C2	failKillFrenzy()	
09C3	bool result = isCopVehicleInArea3dNoSave(float cornerAX, float cornerAY, float cornerAZ, float cornerBX, float cornerBY, float cornerBZ)	
09C4	setPetrolTankWeakpoint(Vehicle car, bool enabled)	
09C5	bool result = isCharUsingMapAttractor(Ped ped)	
09C6		[1:282]
09C7	setPlayerModel(Player player, Model modelId)	
09C8	bool result = areSubtitlesSwitchedOn()	
09C9	removeCharFromCarMaintainPosition(Ped ped, Vehicle car)	
09CA	setObjectProofs(Object object, bool BP, bool FP, bool EP, bool CP, bool MP)	
09CB	bool result = isCarTouchingCar(Vehicle car1, Vehicle car2)	
09CC	bool result = doesObjectHaveThisModel(Object object, Model modelId)	
09CF	setTrainForcedToSlowDown(Vehicle train, bool forced)	
09D0	bool result = isVehicleOnAllWheels(Vehicle car)	
09D1	bool result = doesPickupExist(Pickup pickup)	
09D2	enableAmbientCrime(bool enable)	
09D3		[1:283]
09D4	clearWantedLevelInGarage()	
09D5	int unk = setCharSayContextImportant(Ped ped, int soundslot, bool flags1, bool flags2, bool flags3)	
09D6	setCharSayScript(Ped ped, int sound, bool flags1, bool flags2, bool flags3)	
09D7	forceInteriorLightingForPlayer(Player player, bool force)	
09D8		[1:284]
09D9	useDetonator()	
09DA	bool result = isMoneyPickupAtCoords(float atX, float atY, float atZ)	
09DB	setMenuColumnWidth(int panel, int column, int width)	
09DC		[1:285]
09DD	makeRoomInPlayerGangForMissionPeds(int group)	
09DE	bool result = isCharGettingInToACar(Ped ped)	
09E0	setUpSkipForSpecificVehicle(float posX, float posY, float posZ, float angle, Vehicle car)	
09E1	int price = getCarModelValue(Model modelId)	
09E2	int generator = createCarGeneratorWithPlate(float atX, float atY, float atZ, float angle, Model modelId, int color1, int color2, bool forceSpawn, int alarm, int doorLock, int minDelay, int maxDelay, string plate)	
09E3	bool result = findTrainDirection(Vehicle train)	
09E4	setAircraftCarrierSamSite(bool enable)	
09E5	drawLightWithRange(float atX, float atY, float atZ, int r, int g, int b, float radius)	
09E6	enableBurglaryHouses(bool enable)	
09E7	bool result = isPlayerControlOn(Player player)	
09E8	int interior = getCharActiveInterior(Ped ped)	
09E9	giveNonPlayerCarNitro(Vehicle car)	
09EA		[1:286]
09EB	playerTakeOffGoggles(Player player, bool useAnim)	
09EC	allowFixedCameraCollision(bool allow)	
09ED	bool result = hasCharSpottedCharInFront(Ped ped, Ped ped2)	
09EE	forceBigMessageAndCounter(bool stayOnScreen)	
09EF	setVehicleCameraTweak(Model carModel, float distance, float altitudeMultiplier, float angleX)	
09F0	resetVehicleCameraTweak()	
09F1	reportMissionAudioEventAtChar(Ped ped, int event)	
09F2	bool result = doesDecisionMakerExist(int maker)	
09F3		[1:287]
09F4	ignoreHeightDifferenceFollowingNodes(Ped ped, bool ignore)	
09F5	shutAllCharsUp(bool enable)	
09F6	setCharGetOutUpsideDownCar(Ped ped, bool canGetOut)	
09F7	reportMissionAudioEventAtCar(Vehicle car, int event)	
09F8	doWeaponStuffAtStartOf2pGame()	
09F9		[1:288]
09FA	bool result = hasGameJustReturnedFromFrontend()	
09FB	int language = getCurrentLanguage()	
09FC	bool result = isObjectIntersectingWorld(Object object)	
09FD	int width = getStringWidth(GxtString gxtString)	
09FE	resetVehicleHydraulics(Vehicle car)	
09FF	setRespawnPointForDurationOfMission(float posX, float posY, float posZ)	
0A00		[1:289]
0A01	bool result = isThisModelACar(Model modelId)	
0A02	switchOnGroundSearchlight(Searchlight searchlight, bool lightsThroughObstacles)	
0A03	bool result = isGangWarFightingGoingOn()	
0A04		[1:290]
0A05		[1:291]
0A06	bool result = isNextStationAllowed(Vehicle train)	
0A07	skipToNextAllowedStation(Vehicle train)	
0A08	int width = getStringWidthWithNumber(GxtString gxtString, int number)	
0A09	shutCharUpForScriptedSpeech(Ped ped, bool muted)	
0A0A	enableDisabledAttractorsOnObject(Object object, bool enable)	
0A0B	loadSceneInDirection(float coordX, float coordY, float coordZ, float angle)	
0A0C	bool result = isPlayerUsingJetpack(Player player)	
0A0D		[1:292]
0A0E	clearThisPrintBigNow(int style)	
0A0F	bool result = hasLanguageChanged()	
0A10	incrementIntStatNoMessage(int stat, int value)	
0A11	setExtraCarColours(Vehicle car, int tertiaryColor, int quaternaryColor)	
0A12	int tertiaryColor, int quaternaryColor = getExtraCarColours(Vehicle car)	
0A13	manageAllPopulation()	
0A14	setNoResprays(bool enable)	
0A15	bool result = hasCarBeenResprayed(Vehicle car)	
0A16	attachMissionAudioToCar(int audioId, Vehicle car)	
0A17	setHasBeenOwnedForCarGenerator(int generator, bool owned)	
0A18	setUpConversationNodeWithScriptedSpeech(GxtString questionGXT, GxtString answerYesGXT, GxtString answerNoGXT, int questionWAV, int answerYesWAV, int answerNoWAV)	
0A19	setAreaName(GxtString gxtString)	
0A1A	taskPlayAnimSecondary(Ped ped, string animation, string IFP, float framedelta, bool loopA, bool lockX, bool lockY, bool lockF, int time)	
0A1B	bool result = isCharTouchingChar(Ped ped, Ped ped2)	
0A1C	disableHeliAudio(Vehicle helicopter, bool disable)	
0A1D	taskHandGesture(Ped ped, Ped ped2)	
0A1E	takePhoto(bool unk)	
0A1F	incrementFloatStatNoMessage(int stat, float value)	
0A20	setPlayerGroupToFollowAlways(Player player, bool followAlways)	
0A21	improveCarByCheating(Vehicle car, bool affectedByCheats)	
0A22	changeCarColourFromMenu(int panelID, Vehicle car, int colorslot, int activeRow)	
0A23	highlightMenuItem(int panel, int row, bool highlight)	
0A24	setDisableMilitaryZones(bool disable)	
0A25	setCameraPositionUnfixed(float xAngle, float zAngle)	
0A26	setRadioToPlayersFavouriteStation()	
0A27	setDeathWeaponsPersist(Ped ped, bool persist)	
0A28	setCharSwimSpeed(Ped ped, float speed)	
0A29	bool result = isPlayerClimbing(Player player)	
0A2A	bool result = isThisHelpMessageBeingDisplayed(GxtString gxtString)	
0A2B	bool result = isWidescreenOnInOptions()	
0A2C	drawSubtitlesBeforeFade(bool flag)	
0A2D	drawOddjobTitleBeforeFade(bool flag)	
0A2E	taskFollowPathNodesToCoordWithRadius(Ped ped, float toX, float toY, float toZ, int mode, int time, float stopRadius)	
0A2F	setPhotoCameraEffect(bool firstPersonView)	
0A30	fixCar(Vehicle car)	
0A31	setPlayerGroupToFollowNever(Player player, bool neverFollow)	
0A32	bool result = isCharAttachedToAnyCar(Ped ped)	
0A33	Ped ped = storeCarCharIsAttachedToNoSave(Vehicle car)	
0A34		[1:293]
0A35	setUpSkipForVehicleFinishedByScript(float posX, float posY, float posZ, float angle, Vehicle car)	
0A36	bool result = isSkipWaitingForScriptToFadeIn()	
0A37	forceAllVehicleLightsOff(bool off)	
0A38		[1:294]
0A39	int mode = getPlayerInCarCameraMode()	
0A3A	bool result = isLastBuildingModelShotByPlayer(Player player, Model modelId)	
0A3B	clearLastBuildingModelShotByPlayer(Player player)	
0A3C	setUpConversationEndNodeWithScriptedSpeech(GxtString dialogueGxt, int wav)	
0A3D	activatePimpCheat(bool enable)	
0A3E	Ped ped = getRandomCharInAreaOffsetNoSave(float sphereX, float sphereY, float sphereZ, float radiusX, float radiusY, float radiusZ)	
0A3F	setScriptCoopGame(bool enable)	
0A40	Marker marker = createUser3dMarker(float atX, float atY, float atZ, int color)	
0A41	removeUser3dMarker(Marker marker)	
0A42		[1:295]
0A43	getRidOfPlayerProstitute()	
0A44	displayNonMinigameHelpMessages(bool display)	
0A45	setRailtrackResistanceMult(float tracksFriction)	
0A46	switchObjectBrains(int externalScript, bool canBeStreamedIn)	
0A47	finishSettingUpConversationNoSubtitles()	
0A48	allowPauseInWidescreen(bool enable)	
0A49		[1:296]
0A4A	float x, float y = getPcMouseMovement()	
0A4B	bool result = isPcUsingJoypad()	
0A4C	bool result = isMouseUsingVerticalInversion()	
0A4D		[1:297]
0A4E		[1:298]
0A8C	writeMemory(uint address, uint size, int value, bool virtualProtect)	[4:5]
0A8D	int value = readMemory(uint address, uint size, bool virtualProtect)	[4:6]
0A8E		[3:58]
0A8F		[3:59]
0A90		[3:60]
0A91		[3:61]
0A92	bool result = startNewCustomScript(zstring filepath, table args)	
0A93		[3:62]
0A94	launchCustomMission(zstring filepath, table args)	
0A95		[3:63]
0A96	uint ptr = getCharPointer(Ped ped)	[4:7]
0A97	uint ptr = getCarPointer(Vehicle car)	[4:8]
0A98	uint struct = getObjectPointer(Object object)	[4:9]
0A9A	io.open	[2:13]
0A9B	io.close	[2:14]
0A9C	file:seek("end")	[2:15]
0A9D	file:read	[2:16]
0A9E	file:write	[2:17]
0A9F		[3:64]
0AA0		[3:65]
0AA1		[3:66]
0AA2	bool result, uint handle = loadDynamicLibrary(string library)	[4:10]
0AA3	freeDynamicLibrary(uint handle)	[4:11]
0AA4	bool result, uint proc = getDynamicLibraryProcedure(string proc, uint handle)	[4:12]
0AA7	callFunction	[2:18]
0AA7	int returnValue = callFunction(uint address, int params, int pop, ...)	[4:13]
0AA8	callMethod	[2:19]
0AA8	int returnValue = callMethod(uint address, int struct, int params, int pop, ...)	[4:14]
0AA9	bool result = isGameVersionOriginal()	[4:15]
0AAA	int handle = getScmThreadStructNamed(GxtString thread)	
0AAB	bool result = doesFileExist(string file)	[4:16]
0AAC	AudioStream handle = loadAudioStream(zstring audio)	[4:17]
0AAD	setAudioStreamState(AudioStream handle, int state)	[4:18]
0AAE	releaseAudioStream(AudioStream handle)	[4:19]
0AAF	double length = getAudioStreamLength(AudioStream handle)	[4:20]
0AB0	isKeyDown	[2:20]
0AB0	bool state = isKeyDown(int keyId)	[4:21]
0AB1		[3:67]
0AB2		[3:68]
0AB3	setCleoSharedVar(int var, int value)	
0AB4	int value = getCleoSharedVar(int var)	
0AB5	Vehicle car, Ped ped = storeClosestEntities(Ped ped)	[4:22]
0AB6	bool result, float posX, float posY, float posZ = getTargetBlipCoordinates()	[4:23]
0AB7	int gears = getCarNumberOfGears(Vehicle car)	[4:24]
0AB8	int gear = getCarCurrentGear(Vehicle car)	[4:25]
0AB9	int state = getAudioStreamState(AudioStream handle)	[4:26]
0ABA		[3:69]
0ABB	float volume = getAudioStreamVolume(AudioStream audio)	[4:27]
0ABC	setAudioStreamVolume(AudioStream audio, float volume)	[4:28]
0ABD	bool state = isCarSirenOn(Vehicle car)	[4:29]
0ABE	bool state = isCarEngineOn(Vehicle car)	[4:30]
0ABF	switchCarEngine(Vehicle car, bool state)	[4:31]
0AC0	setAudioStreamLooped(AudioStream audio, bool loop)	[4:32]
0AC1	AudioStream handle = load3dAudioStream(zstring audio)	[4:33]
0AC2	setPlay3dAudioStreamAtCoordinates(AudioStream handle, float posX, float posY, float posZ)	[4:34]
0AC3	setPlay3dAudioStreamAtObject(AudioStream audio, Object object)	[4:35]
0AC4	setPlay3dAudioStreamAtChar(AudioStream audio, Ped ped)	[4:36]
0AC5	setPlay3dAudioStreamAtCar(AudioStream audio, Vehicle car)	[4:37]
0AC6		[3:70]
0AC7		[3:71]
0AC8	uint memory = allocateMemory(uint size)	[4:38]
0AC9	freeMemory(uint memory)	[4:39]
0ACA	printHelpString(string text)	[4:40]
0ACB	printStyledString(string text, int time, int style)	[4:41]
0ACC	printString(string text, int time)	[4:42]
0ACD	printStringNow(string text, int time)	[4:43]
0ACE		[5]
0ACF		[5:1]
0AD0		[5:2]
0AD1		[5:3]
0AD2	bool result, Ped ped = getCharPlayerIsTargeting(Player player)	[4:44]
0AD3	string.format	[2:21]
0AD4	string.match	[2:22]
0AD5	file:seek	[2:23]
0AD6	file:read(0)	[2:24]
0AD7	file:read	[2:25]
0AD8	file:write	[2:26]
0AD9		[5:4]
0ADA		[6]
0ADB	GxtString name = getNameOfVehicleModel(Model modelId)	[4:45]
0ADC	bool result = testCheat(string text)	[4:46]
0ADD	bool result = spawnVehicleByCheating(Model modelId)	[4:47]
0ADE	getGxtText	[2:27]
0ADE	string text = getGxtText(string key)	[4:48]
0ADF	setGxtEntry	[2:28]
0ADF	setGxtEntry(string key, string text)	[4:49]
0AE0	clearGxtEntry	[2:29]
0AE0	clearGxtEntry(string key)	[4:50]
0AE1	bool result, Ped ped = findAllRandomCharsInSphere(float posX, float posY, float posZ, float radius, bool findNext, bool skipDead)	[4:51]
0AE2	bool result, Vehicle car = findAllRandomVehiclesInSphere(float posX, float posY, float posZ, float radius, bool findNext, bool skipWrecked)	[4:52]
0AE3	bool result, Object object = findAllRandomObjectsInSphere(float posX, float posY, float posZ, float radius, bool findNext)	[4:53]
0AE4	bool result = doesDirectoryExist(string directory)	[4:54]
0AE5	bool result = createDirectory(string directory)	[4:55]
0AE6	Filesearch handle, string name = findFirstFile(string mask)	[4:56]
0AE7	string file = findNextFile(Filesearch handle)	[4:57]
0AE8	findClose(Filesearch handle)	[4:58]
0AE9	float val = popFloat()	[4:59]
0AEA	Ped handle = getCharPointerHandle(uint ptr)	[4:60]
0AEB	Vehicle handle = getVehiclePointerHandle(uint ptr)	[4:61]
0AEC	Object handle = getObjectPointerHandle(uint ptr)	[4:62]
0AED	string.format	[2:30]
0AEE	math.exp	[2:31]
0AEF	math.log	[2:32]
0AF0		[7]
0AF1		[7:1]
0AF2		[7:2]
0AF3		[7:3]
0AF4		[7:4]
0AF5		[7:5]
0AF6	sampSpawnPlayer()	
0AF7	uint handle = sampGetBase()	
0AF8	sampAddChatMessage(zstring text, uint color)	
0AF9	sampSendChat(zstring text)	
0AFA	bool result = isSampAvailable()	
0AFB	sampRequestClass(int class)	
0AFC	sampSendScmEvent(int event, int id, int param1, int param2)	
0AFD	sampSetSpecialAction(int action)	
0AFE	sampSendDeathByPlayer(int playerId, int reason)	
0AFF	bool result, Vehicle car = sampGetCarHandleBySampVehicleId(int id)	
0B00	os.remove	[2:33]
0B01	os.remove	[2:34] может удалять только пустые директории
0B02		[8]
0B03		[8:1]
0B04		[8:2]
0B05		[8:3]
0B10	bit.band	[2:35]
0B11	bit.bor	[2:36]
0B12	bit.bxor	[2:37]
0B13	bit.bnot	[2:38]
0B14	math.fmod	[2:39]
0B15	bit.rshift	[2:40]
0B16	bit.lshift	[2:41]
0B20	bool result, Ped ped = sampGetCharHandleBySampPlayerId(int id)	
0B21	bool result = sampIsChatInputActive()	
0B22	sampSetSendrate(int type, int rate)	
0B23	bool result = sampIsPlayerConnected(int id)	
0B24	uint structPtr = sampGetPlayerStructPtr(int id)	
0B25	int health = sampGetPlayerHealth(int id)	
0B26	int armor = sampGetPlayerArmor(int id)	
0B27	sampSetGamestate(int gamestate)	
0B28	sampDisconnectWithReason(bool timeout)	
0B29	sampSetLocalPlayerName(zstring name)	
0B2A	int ping = sampGetPlayerPing(int id)	
0B2B	bool result, int id = sampGetPlayerIdByCharHandle(Ped ped)	
0B2C	bool result, int id = sampGetVehicleIdByCarHandle(Vehicle car)	
0B2D		[9]
0B2E		[9:1]
0B2F	bool result, float posX, float posY, float posZ = sampGetStreamedOutPlayerPos(int id)	
0B30	sampSendEnterVehicle(int id, bool passenger)	
0B31	sampSendExitVehicle(int id)	
0B32	sampSendSpawn()	
0B33	sampSendDamageVehicle(Vehicle car, int panel, int doors, int lights, int tires)	
0B34	bool result = sampRegisterChatCommand(zstring cmd, function func)	
0B35		[10]
0B36	zstring name = sampGetPlayerNickname(int id)	
0B37	uint color = sampGetPlayerColor(int id)	
0B38	sampConnectToServer(zstring ip, uint port)	
0B39	zstring ip, uint port = sampGetCurrentServerAddress()	
0B3A	zstring name = sampGetCurrentServerName()	
0B3B	sampShowDialog(int id, zstring caption, zstring text, zstring button1, zstring button2, int style)	
0B3C	bool result, int button, int list, zstring input = sampHasDialogRespond(int id)	
0B3D	Bitstream bs = raknetNewBitStream()	
